,event,code,prizepool,date,location,nteams
788,zotac-cup-masters-2018-hong-kong-open-qualifier,3654,1 spot at Asian Regional Finals.,Apr 1st,Online (Hong Kong),4+
789,alienware-liga-pro-gamers-club-mar-18,3637,"$2,300",Mar 22nd,South America (Online),8
790,csgonet-cup-2,3550,"$29,000",Feb 14th,Europe (Online),16
791,csgo-asia-summit-2018,3502,"$60,000",Apr 2nd 2018,"Shanghai, China",4
792,esl-latin-america-league-season-1-closed-qualifier,3627,TBA,Mar 31st,Online,16
793,betsnet-challenger-series,3546,"$10,000",Feb 5th,Online (EU & CIS),40
794,dust2us-masters-2,3608,"$1,500",Mar 31st,Online (North America),8
795,esea-mdl-season-27-australia,3471,"1 spot at MDL S27 Global Challenge + $6,000",Jan 22nd,Online (Australia),17
796,aorus-league-2018-season-1-brazil-finals,3650,"$1,500",Mar 31st 2018,São Paulo,2
797,csadria-clan-championship,3652,"$3,315",Mar 31st 2018,"Split, Croatia",4
798,copenhagen-games-2018-b-tournament,3653,"$3,306",Mar 31st 2018,"Copenhagen, Denmark",8+
799,copenhagen-games-2018,3170,"$100,000",Mar 30th,"Copenhagen, Denmark",8
800,copenhagen-games-2018-female,3645,"$25,000",Mar 29th,"Copenhagen, Denmark",25
801,douyu-asian-challenge-series-1,3629,"$7,898",Mar 19th,Online (Asia),8
802,aorus-league-2018-season-1-brazil,3621,"$1,500",Mar 12th,Online,8
803,iem-sydney-2018-north-america-closed-qualifier,3636,1 spot at IEM Sydney,Mar 29th,Online (North America),8
804,iem-sydney-2018-europe-closed-qualifier,3634,1 spot at IEM Sydney,Mar 29th,Online (Europe),8
805,copenhagen-games-2018-byoc-qualifier,3644,4 spots in Main Tournament,Mar 29th,"Copenhagen, Denmark",114
806,game-in-mako-fest-2018,3646,"$21,525",Mar 28th,"Tel Aviv, Israel",4
807,esl-pro-league-season-7-china-closed-qualifier,3612,3 spots at EPL S7 APAC.,Mar 27th,Online (China),8
808,alpha-invitational-season-1-finals,3553,"$7,300",Mar 22nd,"Auckland, New Zealand",3
809,mgame-league,3581,"$5,350",Feb 28th,Online (CIS),8
810,alpha-invitational-season-1,3541,TBA,Feb 10th,Online (Oceania),6
811,esea-mdl-season-27-north-america,3470,TBA,Jan 23rd,Online (North America),24
812,iem-sydney-2018-north-america-open-qualifier,3635,2 spots in Closed Qualifier,Mar 27th,Online (North America),4+
813,iem-sydney-2018-europe-open-qualifier,3633,2 spots in Closed Qualifier,Mar 27th,Online (Europe),8+
814,esl-pro-league-season-7-china-open-qualifier-2,3610,1 spot at China Closed Qual.,Mar 26th 2018,Online (China),2+
815,western-digital-cybergamer-premier-league-autumn-2018,3478,4 spots to CGPL Autumn LAN Finals,Feb 11th,Online (Australia),8
816,esl-pro-league-season-7-oceania-open-qualifier-2,3617,1 spot at OCE Closed Qual.,Mar 25th 2018,Online (Oceania),4+
817,esl-pro-league-season-7-sea-open-qualifier-2,3615,1 spot at SEA Closed Qual.,Mar 25th 2018,Online (Asia),4+
818,dreamhack-masters-marseille-2018-north-america-closed-qualifier,3598,1 spot at DHM Marseille,Mar 25th 2018,Online (North America),8
819,dreamhack-masters-marseille-2018-europe-closed-qualifier,3597,2 spots at DHM Marseille,Mar 25th 2018,Online (Europe),8
820,v4-future-sports-festival,3494,"$597,000",Mar 23rd,"Budapest, Hungary",8
821,starladder-imbatv-invitational-chongqing-2018,3625,"$150,000",Mar 22nd,"Chongqing, China",8
822,aorus-league-2018-season-1-latam-south-finals,3640,"$2,100",Mar 24th 2018,"Rosario, Santa Fe, Argentina",2
823,gamerz-season-2,3639,winners become fnatic Academy,Mar 24th 2018,"Skövde, Sweden",2
824,dreamhack-masters-marseille-2018-north-america-open-qualifier,3596,4 spots in Closed Qualifier,Mar 23rd,Online (North America),8+
825,dreamhack-masters-marseille-2018-europe-open-qualifier,3595,4 spots in Closed Qualifier,Mar 23rd,Online (Europe),8+
826,australian-esports-masters-season-4-finals,3485,"$7,025",Mar 22nd,"Adelaide, Australia",8
827,aorus-league-2018-season-1-latam-south,3622,2 spots to Finals,Mar 12th,Online,8
828,global-offensive-champions-league-season-7,3578,"$5,000",Feb 26th,Online,8
829,egb-battles,3600,"$5,000",Mar 5th,Online (Europe),8
830,esl-pro-league-season-7-china-open-qualifier-1,3609,1 spot at China Closed Qual.,Mar 19th 2018,Online (China),2+
831,esl-pro-league-season-7-oceania-open-qualifier-1,3616,1 spot at OCE Closed Qual.,Mar 19th 2018,Online (Oceania),2+
832,esl-pro-league-season-7-sea-open-qualifier-1,3614,1 spot at SEA Closed Qual.,Mar 18th 2018,Online (Asia),4+
833,ibuypower-invitational-spring-2018,3618,"$16,000",Mar 17th,Online (North America),8
834,gameagents-cup-1,3624,"$2,500",Mar 15th,Online (Europe),8
835,wesg-2017-world-finals,3112,"$1,500,000",Mar 13th,"Haikou, Hainan, China",32
836,wesg-2017-world-finals-female,3113,"$170,000",Mar 15th,"Haikou, Hainan, China",8
837,thunderpick-invitational-1,3543,"$2,000",Feb 5th,Online (Europe),8
838,iem-sydney-2018-oceania-open-qualifier-2,3594,1 spot at OCE Closed Qual.,Mar 11th 2018,Online (Oceania),4+
839,iem-sydney-2018-asian-open-qualifier-2,3592,1 spot at Asian Closed Qual.,Mar 11th 2018,Online (Asia),4+
840,alienware-league,3619,"$2,030",Mar 11th 2018,"Moscow, Russia",4+
841,msi-goexanimo-csgo-5x5-9,3620,"$1,100",Mar 11th 2018,"Riga, Latvia",4
842,mad-city-chicago-csgo-open,3487,"$10,000",Mar 9th,"Chicago, Illinois, United States",TBA
843,nordic-challenge-1,3587,"$1,500",Mar 8th,Online (Europe),8
844,streamme-gauntlet-cis-vs-eu-19,3542,"$3,000",Feb 4th,Online (EU & CIS),8
845,iem-sydney-2018-oceania-open-qualifier-1,3593,1 spot at OCE Closed Qual.,Mar 10th 2018,Online (Oceania),4+
846,iem-sydney-2018-asian-open-qualifier-1,3591,1 spot at Asian Closed Qual.,Mar 10th 2018,Online (Asia),4+
847,csgofastcom-cup-3,3583,"$10,000",Mar 6th,Online (Europe),12
848,ecs-season-5-europe-challenger-cup,3532,2 spots in ECS Season 5,Mar 6th,Europe (Online),8
849,dreamhack-masters-marseille-2018-asian-closed-qualifier,3568,1 spot at DreamHack Masters Marseille,Mar 6th,Online (Asia),8
850,csesportcom-cup-3,3552,"$3,000",Feb 13th,Online (Europe),10
851,esporbetcom-promo-cup,3555,"$2,000",Feb 20th,Online,8
852,csgoroll-asian-masters,3385,"$10,000",Nov 28th 2017,Online (Asia),8
853,ecs-season-5-north-america-challenger-cup,3533,3 spots in ECS Season 5,Mar 2nd,North America (Online),8
854,balkan-challenge-1,3586,"$1,500",Mar 1st,Online (Europe),8
855,iem-katowice-2018,3309,"$500,000",Feb 27th,"Katowice, Poland",16
856,lantrek-2018,3582,"$7,330",Mar 2nd,"Tampere, Finland",8
857,dreamhack-masters-marseille-2018-china-open-qualifier,3567,1 spot at Asian Closed Qual.,Mar 1st,Online (China),8+
858,puchar-polski-cybersport-spring-2018-finals,3588,"$7,200",Mar 2nd 2018,"Katowice, Poland",4
859,finnish-esports-league-season-4-finals,3584,"$12,206",Mar 1st 2018,"Tampere, Finland",2
860,dreamhack-masters-marseille-2018-sea-sa-open-qualifier,3566,2 spots at Asian Closed Qual.,Feb 28th,Online (South East Asia),8+
861,dreamhack-masters-marseille-2018-east-asia-open-qualifier,3565,1 spot at Asian Closed Qual.,Feb 26th,Online (East Asia),8+
862,alienware-liga-pro-gamers-club-feb-18,3561,"$2,300",Feb 20th,South America (Online),8
863,esl-australia-nz-championship-season-6-last-chance-qualifier,3579,1 spot at ESL Australia & NZ Championship Season 6,Feb 26th 2018,Online (Oceania),2
864,dreamhack-masters-marseille-2018-oceania-open-qualifier,3562,1 spot at Asian Closed Qual.,Feb 25th,Online (Oceania),8+
865,dreamhack-masters-marseille-2018-gcc-open-qualifier,3563,1 spot at Asian Closed Qual.,Feb 24th,Online (Middle East),8+
866,pregame-launch-tournament-2018-north-america,3575,"$2,500",Feb 25th 2018,Online,4
867,play2live-cryptomasters,3548,"$100,000",Feb 24th,"Minsk, Belarus",8
868,starseries-i-league-season-4,3486,"$300,000",Feb 17th,"Kiev, Ukraine",16
869,esl-australia-nz-championship-season-6-open-qualifier-2,3510,1 spot at ESL AU&NZ Season 6,Feb 24th 2018,Online (Oceania),2+
870,nsg-academy-february-2018,3576,"$3,450",Feb 24th 2018,"Washington, D.C., United States",4
871,intel-challenge-katowice-2018,3513,"$50,000",Feb 23rd,"Katowice, Poland",8
872,puchar-polski-cybersport-spring-2018,3557,4 spots at LAN finals,Feb 19th,Online,8
873,esl-australia-nz-championship-season-6-open-qualifier-1,3509,1 spot at ESL AU&NZ Season 6,Feb 23rd 2018,Online (Oceania),2+
874,cybersport-festival-defender,3547,"$17,500",Feb 21st,"Saint Petersburg, Russia",8
875,power-fight-club-3,3559,$832,Feb 20th,Online,8
876,play2live-showmatch-by-gameagents,3560,"$10,000",Feb 20th 2018,Online,2
877,finnish-esports-league-season-4,3556,2 spots at Finnish Esports League Season 4 Finals,Feb 18th 2018,Online,4+
878,ecs-season-5-north-america-closed-qualifier,3529,4 Challenger Cup spots,Feb 17th,North America (Online),13
879,ecs-season-5-europe-closed-qualifier,3524,4 Challenger Cup spots,Feb 17th,Europe (Online),16
880,malta-esport-masters-2018,3554,"$5,100",Feb 17th,"Poznan, Poland",4
881,ecs-season-5-europe-qualifier-4,3523,2 Closed Qualifier spots,Feb 14th 2018,Europe (Online),8+
882,ecs-season-5-north-america-qualifier-4,3528,4 Closed Qualifier spots,Feb 11th 2018,North America (Online),8+
883,ecs-season-5-europe-qualifier-3,3522,2 Closed Qualifier spots,Feb 11th 2018,Europe (Online),8+
884,play2live-cryptomasters-qualifier,3549,1 spot at LAN,Feb 11th 2018,Europe (Online),4+
885,legends-cup,3403,"$25,000",Feb 10th,"Santa Ana, California, USA",4
886,ttu-e-sport-2018,3551,"$2,000",Feb 10th,"Tallinn, Estonia",4+
887,wesg-2017-north-africa,3504,"$2,000 + World Finals spot",Feb 8th,Online (North Africa),8+
888,cs-summit-2,3454,"$150,000",Feb 8th,"Los Angeles, California",8
889,farmskins-championship-2-iem-katowice-2018-qualifier,3500,1 spot at IEM Katowice 2018,Jan 16th,Online,20
890,ecs-season-5-north-america-qualifier-3,3527,4 Closed Qualifier spots,Feb 10th 2018,North America (Online),8+
891,ecs-season-5-europe-qualifier-2,3521,2 Closed Qualifier spots,Feb 10th 2018,Europe (Online),8+
892,ecs-season-5-europe-qualifier-1,3520,2 Closed Qualifier spots,Feb 7th 2018,Europe (Online),8+
893,v4-future-sports-festival-poland-finals,3495,1 spot at LAN,Feb 5th,Poland (Online),12
894,gotvgg-invitational-2,3514,"$2,500",Jan 30th,Online (Asia),8
895,esl-pro-league-season-6-europe-relegation,3359,2 spots in EPL S7,Jan 7th,Europe (Online),4
896,v4-future-sports-festival-cz-sk-finals,3536,2 spots to LAN,Feb 4th 2018,Europe (Online),8
897,v4-future-sports-festival-hungary-finals,3535,1 spot at LAN,Feb 4th 2018,Hungary (Online),8
898,ecs-season-5-north-america-qualifier-2,3526,4 Closed Qualifier spots,Feb 4th 2018,North America (Online),8+
899,ecs-season-5-south-east-europe-qualifier,3519,2 Closed Qualifier spots,Feb 4th 2018,Europe (Online),8+
900,ecs-season-5-west-central-europe-qualifier,3518,2 Closed Qualifier spots,Feb 4th 2018,Europe (Online),8+
901,goexanimo-csgo-5x5-8,3544,"$1,100",Feb 4th 2018,"Riga, Latvia",4+
902,iem-katowice-2018-europe-closed-qualifier,3444,4 spots at IEM Katowice,Feb 3rd,Europe (Online),12
903,ecenter-copernicup-2018,3539,"$7,500",Feb 3rd,"Torun, Poland",8+
904,wesg-2017-south-america-regional-finals-female,3463,"$8,000",Feb 1st,Online (South America),3
905,wesg-2017-south-america-regional-finals,3462,"$37,500",Feb 1st,Online (South America),5
906,wesg-2017-north-america-regional-finals-female,3117,"$8,000",Feb 1st,Online (North America),5
907,wesg-2017-north-america-regional-finals,3116,"$37,500",Feb 1st,Online (North America),7
908,ecs-season-5-north-america-qualifier-1,3525,4 Closed Qualifier spots,Feb 3rd 2018,North America (Online),8+
909,ecs-season-5-north-europe-qualifier,3517,2 Closed Qualifier spots,Feb 3rd 2018,Europe (Online),8+
910,ecs-season-5-cis-qualifier,3516,2 Closed Qualifier spots,Feb 3rd 2018,CIS (Online),8+
911,assembly-winter-2018,3489,"$15,000",Feb 2nd,"Helsinki, Finland",8
912,smk-go-cup,3534,"$4,349",Feb 2nd,"Vilnius, Lithuania",8
913,starseries-i-league-season-4-north-america-qualifier,3512,2 spots at Finals,Jan 31st,North America (Online),8
914,xlg-summer-2018,3537,"$1,600",Feb 2nd 2018,São Paulo,2
915,western-digital-cybergamer-premier-league-autumn-2018-last-chance-qualifier,3531,1 spot at CGPL Autumn 2018,Feb 1st 2018,Online (Australia),2
916,iem-katowice-2018-europe-open-qualifier-2,3443,2 spots in the Closed Qualifier,Jan 31st,Europe (Online),16+
917,starseries-i-league-season-4-europe-qualifier,3511,2 spots at Finals,Jan 29th,Europe (Online),8
918,iem-katowice-2018-north-america-closed-qualifier,3441,2 spots at IEM Katowice,Jan 30th 2018,North America (Online),9
919,alienware-liga-pro-gamers-club-jan-18,3506,"$2,300",Jan 23rd,South America (Online),8
920,csesportcom-asia-invitational,3507,"$4,000",Jan 23rd,Asia,8
921,qiwi-team-play-winter-2018,3501,"$8,000",Jan 17th,Online (CIS),8
922,esl-southeast-europe-championship-season-6-finals,3508,"$6,125",Jan 28th 2018,"Bucharest, Romania",4
923,eleague-major-2018,3247,"$1,000,000",Jan 19th,"Atlanta & Boston, United States",16
924,geforce-cup-2017-gcc-mena-finals,3467,"$12,000",Jan 22nd,MENA (Online),8
925,iem-katowice-2018-north-america-open-qualifier-2,3440,1 spot in the Closed Qualifier,Jan 25th,North America (Online),4+
926,iem-katowice-2018-oceania-closed-qualifier,3435,1 spot at IEM Katowice,Jan 20th,Online (Oceania),6
927,iem-katowice-2018-europe-open-qualifier-1,3442,2 spots in the Closed Qualifier,Jan 23rd,Europe (Online),16+
928,iem-katowice-2018-asia-closed-qualifier,3438,1 spot at IEM Katowice,Jan 19th,Asia (Online),6
929,extremesland-elite-cup-southeast-asia1,3505,"$2,200",Jan 20th,Online (Asia),4+
930,iem-katowice-2018-north-america-open-qualifier-1,3439,1 spot in the Closed Qualifier,Jan 20th,North America (Online),4+
931,wesg-2017-south-africa,3503,"$2,000 + World Finals spot",Jan 20th 2018,Online (South Africa),8+
932,x-betco-invitational,3290,"$3,500",Oct 18th 2017,Online (Europe),16
933,king-of-nordic-season-9,3312,"$6,246",Oct 27th 2017,Online (EU),4
934,iem-katowice-2018-oceania-open-qualifier-2,3434,1 spot in the Closed Qualifier,Jan 17th,Oceania (Online),4+
935,dust2dk-eoddset-masters-15,3499,"$1,637",Jan 16th,Online (Denmark),8
936,daddyskins-western-league,3356,"$10,000",Dec 4th 2017,Online (Europe),12
937,iem-katowice-2018-asia-open-qualifier-2,3437,1 spot in the Closed Qualifier,Jan 16th,Asia (Online),4+
938,eleague-major-2018-main-qualifier,3248,9 spots at ELEAGUE Major 2018,Jan 12th,"Atlanta, Georgia, USA",16
939,malaysia-cyber-games-2018,3498,"$11,310",Jan 14th 2018,"Kuala Lumpur, Malaysia",2+
940,alpenscene-premiership-season-1,3496,"$2,130",Jan 13th,"Graz, Austria",4
941,wesg-2017-asia-pacific-regional-finals,3176,"$92,500",Jan 11th,"Jiaozhou, Qingdao, China",19
942,geeks-gone-wild-23,3497,"$23,000",Jan 13th 2018,"Aalborg, Denmark",4
943,wesg-2017-asia-pacific-regional-finals-female,3177,"$16,000",Jan 11th,"Jiaozhou, Qingdao, China",8
944,iem-katowice-2018-asia-open-qualifier-1,3436,1 spot in the Closed Qualifier,Jan 7th,Asia (Online),4+
945,esl-pro-league-season-6-north-america-relegation,3360,2 spots in EPL S7,Jan 7th,"New York, New York, United States",4
946,legend-series-north-america-finals,3404,"$3,000",Jan 7th 2018,"Santa Ana, California, United States",4
947,iem-katowice-2018-oceania-open-qualifier-1,3433,1 spot in the Closed Qualifier,Jan 6th,Oceania (Online),4+
948,daddyskins-asia-super-league,3490,"$12,151",Jan 5th,Online,4
949,esea-season-26-mdl-global-challenge,3314,"$50,000",Jan 5th,"New York, New York, United States",8
950,asus-rog-jtr-community-challenge-grand-finals-2018,3488,Trip to DreamHack Masters Stockholm 2018,Jan 4th,"Stockholm, Sweden",8
951,letou-invitational,3468,"$12,151",Jan 4th,Online,6
952,esea-mdl-season-26-north-america-finals,3366,ESL Pro League Season 7,Jan 4th 2018,"New York, New York, United States",2
953,esea-mdl-season-26-europe-finals,3365,ESL Pro League Season 7,Jan 4th 2018,"New York, New York, United States",2
954,starseries-i-league-season-4-asia-qualifier,3475,2 spots at the LAN final,Dec 28th,Online,8
955,amd-red-league-latam-south-2017,3423,"$1,500",Dec 12th 2017,Online (LatAm),8
956,lebanese-gaming-league,3476,"$3,000",Dec 27th,"Beirut, Lebanon",4
957,lootbet-cup-2-cs-summit-2-qualifier,3421,1 spot at cs_summit 2,Dec 12th,Online (Europe),22
958,mother-russia-2,3333,"$10,000",Nov 7th,Online (EU & CIS),16
959,csesportcom-xmas-cup,3457,"$3,000",Dec 20th,Online (Europe),8
960,lootbet-holiday-cup-iem-katowice-2018-pre-qualifier,3472,1 spot at IEM Katowice 2018 UCC qualifier,Dec 24th,Online (EU & CIS),8
961,gotvgg-invitational-1,3456,"$2,500",Dec 18th,Online (Asia),8
962,legend-series-china-qualifier,3477,"$16,040",Dec 23rd,"Beijing, China",4+
963,winner-of-the-future-2017,3464,"$4,725",Dec 21st,"Belgrade, Serbia",8
964,wesg-2017-thailand-lan,3412,1 spot at WESG 2017 APAC Regional Finals,Dec 22nd,"Bangkok, Thailand",8
965,douyu-csgo-asia-invitational-2,3383,"$15,152",Nov 27th,Online,16
966,csgofastcom-cup-2,3461,"$10,000",Dec 20th,Online (Europe),8
967,makemybet-cup-2,3449,"$2,000",Dec 16th,Online,8
968,wesg-2017-iran-lan,3466,TBA,Dec 21st 2017,Tehran,4
969,alienware-liga-pro-gamers-club-dec-17,3465,"$2,300",Dec 19th,South America (Online),8
970,streamme-gauntlet-cis-vs-eu-18,3458,"$1,500",Dec 18th,Online (Europe),8
971,oz-cup-1,3418,"$5,000",Dec 11th,Online (EU & CIS),8
972,csgonet-cup-1,3382,"$14,871",Nov 27th,Europe (Online),16
973,cevo-main-season-13-europe,3323,"$10,000",Nov 5th,Europe (Online),16
974,samsung-goexanimo-csgo-5x5-7,3455,"$1,050",Dec 17th 2017,"Riga, Latvia",4+
975,sanlan-winter-2017,3459,"$2,000",Dec 16th,"San Antonio, Texas, United States",4+
976,omen-by-hp-2017,3450,"$2,100",Dec 16th,"Belgrade, Serbia",6
977,hitpoint-finals-13,3432,"$3,200",Dec 16th,"Svitavy, Czech Republic",4
978,dust2us-masters-1,3393,"$1,500",Dec 15th,North America (Online),8
979,ecs-season-4-finals,3313,"$660,000",Dec 15th,"Cancun, Mexico",8
980,hyperx-masters-2017,3422,"$2,000",Dec 15th,Mexico (Online),4
981,moche-tpgo,3445,"$3,000",Dec 15th,"Porto, Portugal",4
982,esl-india-premiership-2017-winter-finals,3420,"$11,012",Dec 13th,"New Delhi, India",8
983,lootbet-nations-elite-esports-cup,3289,"$29,500",Dec 12th,Online (Europe),8
984,wesg-2017-tw-hk-mo,3336,"$1,000",Nov 4th,"Taipei, Taiwan",4+
985,liga-delta-pro-2017,3451,$640,Dec 16th 2017,,2
986,esl-meisterschaft-winter-2017-finals,3453,"$24,085",Dec 16th 2017,"Stuttgart, Germany",4
987,ownit-2017-winter-finals,3452,"$5,850",Dec 16th 2017,"Stockholm, Sweden",4+
988,esl-national-championship-france-winter-2017,3448,"$17,646",Dec 16th 2017,"Paris, France",4
989,fpsthailand-pro-league-season-3-finals,3447,"$14,030",Dec 15th,"Bangkok, Thailand",6
990,superliga-orange-season-13-finals,3446,TBA,Dec 15th,"Madrid, Spain",4
991,esports-balkan-league-season-1-finals,3342,"$20,356",Dec 15th,"Belgrade, Serbia",4
992,aoc-cybergamer-premier-league-championship-2017,2876,"$11,418",Dec 14th,"Adelaide, Australia",6
993,esea-main-season-26-europe,3316,"$9,000",Dec 11th,Europe (Online),8
994,eoddset-power-showdown,3431,"$1,587",Dec 14th 2017,Online (Denmark),3+
995,streamme-gauntlet-cis-vs-eu-17,3419,"$1,500",Dec 11th,Online (Europe),8
996,esea-open-season-26-brazil,3318,"$7,500",Dec 4th,Online (Brazil),8
997,esea-open-season-26-asia-pacific,3319,"$2,000",Nov 30th,APAC (Online),8
998,esl-major-league-winter-2017,3380,"$2,387",Nov 30th,Europe (Online),8
999,wesg-2017-south-korea,3424,1 spot at WESG 2017 APAC Regional Finals,Dec 12th,Online (South Korea),4+
